ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count;work_at_weekend;neighborhood_variability_sender;neighborhood_variability_recipient;neighborhood_variability_all
114;0.19791666666666666;0.17708333333333331;0.06940789473684211;11.632041996506635;0.101534616513362;0.01243466777311362;0.018317477934461663;0.013172747344170442;0.01822502783821564;9;26;3;0.44155844155844154;0.4722222222222222;0.5
38;0.15625;0.15625;0.004714912280701754;11.89677285130102;0.101534616513362;0.019254548585228758;0.010841434760987095;0.007271106695397119;0.010261726658748652;10;16;7;0.3333333333333333;0.5;0.5
65;0.2083333333333333;0.125;0.01030701754385965;12.034061509670426;0.10153461651336196;0.01620458725090993;0.018239984760245097;0.0063822375918932035;0.01511362584593214;10;25;0;0.0;0.4365079365079365;0.5
37;0.2395833333333333;0.2395833333333333;0.07478070175438596;11.686519399294154;0.101534616513362;0.01994174859854352;0.02000388363548647;0.010742774710002928;0.01838339892502028;12;38;1;0.36363636363636365;0.4444444444444444;0.38461538461538464
12;0.21875;0.26041666666666663;0.07192982456140351;11.408638952630337;0.101534616513362;0.013453480181872372;0.01520932673668906;0.008188043041610466;0.010395448283631087;11;40;36;0.3333333333333333;0.4;0.42708333333333337
22;0.11458333333333333;0.09375;0.04298245614035088;11.441200144090516;0.10153461651336196;0.019171645550089555;0.01382857497286617;0.005372119883931914;0.011083475193892932;5;9;0;0.5;0.29166666666666663;0.5
160;0.0625;0.05208333333333333;0.0;10.7133141061739;0.101534616513362;0.047978360060934935;0.011715049154113763;0.006512309024244987;0.007533119116338989;5;4;0;0.5;0.5;0.5
107;0.375;0.5104166666666666;0.2554824561403509;11.705265538354313;0.10153461651336196;0.012910142817519754;0.03571109715441778;0.016856936407169412;0.06522628744231114;12;194;17;0.3;0.3944444444444445;0.36141304347826086
96;0.19791666666666666;0.17708333333333331;0.044517543859649115;11.972494303396466;0.10153461651336196;0.011712635005724814;0.009540866265662409;0.030899705919486094;0.006097720503216996;10;31;0;0.3076923076923077;0.45;0.375
51;0.25;0.19791666666666666;0.0020833333333333333;10.82470911725899;0.101534616513362;0.02646667621048784;0.018998405282763912;0.025083233572757047;0.02158891132282938;12;49;2;0.17142857142857143;0.3666666666666667;0.3333333333333333
17;0.07291666666666666;0.15625;0.022149122807017543;9.779933899206142;0.10153461651336194;0.017597281841986417;0.013124040672699112;0.0034582904900856784;0.012618553609151602;6;16;8;0.5;0.5;0.5
26;0.10416666666666666;0.05208333333333333;0.0003289473684210526;11.948154661747374;0.101534616513362;0.008001166899288495;0.003188212129761071;0.004839346808319405;0.002256576500098125;5;10;0;0.5;0.0;0.3333333333333333
95;0.11458333333333333;0.125;0.009210526315789476;11.724977267648985;0.101534616513362;0.02450878278348808;0.014080117825050888;0.0011330830831916315;0.002897260661256265;9;9;3;0.4642857142857143;0.6;0.55
27;0.28125;0.3333333333333333;0.09846491228070177;11.305161316154154;0.10153461651336194;0.014344325834103932;0.01816543848361217;0.021543121756879356;0.02032140485639392;12;84;23;0.35714285714285715;0.3333333333333333;0.4117647058823529
