ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count;work_at_weekend;neighborhood_variability_sender;neighborhood_variability_recipient;neighborhood_variability_all
114;0.1792452830188679;0.16037735849056606;0.061904761904761914;9.714976231091054;0.0966736489045664;0.012342825442069338;0.01713680910773392;0.012708589421637544;0.016656657526734196;9;26;3;0.44155844155844154;0.4722222222222222;0.5
38;0.14150943396226415;0.1509433962264151;0.0041329739442947;9.881931782550256;0.09667364890456644;0.017268208337747348;0.010174526681406284;0.007633311543805962;0.01008050610425209;10;18;7;0.3333333333333333;0.5;0.5
65;0.1981132075471698;0.11320754716981132;0.018778077268643303;10.009756171319562;0.09667364890456642;0.01545391912525249;0.018396068437424046;0.005475162684098675;0.035173779019830355;10;26;0;0.0;0.4365079365079365;0.5
37;0.21698113207547168;0.21698113207547168;0.06397124887690925;9.760355969219892;0.0966736489045664;0.019840930022187533;0.018842848519727187;0.011065221967743687;0.017665847497145358;12;38;1;0.36363636363636365;0.4444444444444444;0.38461538461538464
12;0.1981132075471698;0.2358490566037736;0.08086253369272238;9.573417927360195;0.0966736489045664;0.013391252549573657;0.014355969757205203;0.007637150075982327;0.010303194915782807;11;40;36;0.3333333333333333;0.4;0.42708333333333337
22;0.10377358490566037;0.08490566037735849;0.038095238095238085;9.587802062914651;0.09667364890456642;0.01849323033150942;0.012984019066574348;0.007630140589748955;0.010409990809154564;5;9;0;0.5;0.29166666666666663;0.5
160;0.05660377358490566;0.04716981132075471;0.0;9.060102429274778;0.09667364890456642;0.047978360060934935;0.010962096625567068;0.008170184966322809;0.008167548684405217;5;4;0;0.5;0.5;0.5
107;0.3490566037735849;0.490566037735849;0.268733153638814;9.777206450282169;0.09667364890456652;0.011800525040760323;0.033895826190137895;0.017315267401501244;0.060810163936999465;12;206;17;0.3;0.39230769230769236;0.36141304347826086
96;0.1792452830188679;0.16037735849056606;0.039173405211141064;9.959112159436524;0.09667364890456638;0.0114089455842554;0.00906469160233862;0.032677117385876114;0.0057050422964949644;10;31;0;0.3076923076923077;0.45;0.375
51;0.2358490566037736;0.1792452830188679;0.001976639712488769;9.144377677926194;0.09667364890456638;0.0250776516826998;0.018011231035878258;0.026190229664107244;0.02136150794276125;12;50;2;0.17142857142857143;0.3666666666666667;0.3333333333333333
17;0.07547169811320754;0.16981132075471694;0.021383647798742137;8.42047180259444;0.0966736489045664;0.013339940048393584;0.011841201485404677;0.002968641423516145;0.010543171112830384;6;21;8;0.4642857142857143;0.3333333333333333;0.4642857142857143
26;0.09433962264150944;0.04716981132075471;0.0002695417789757412;9.941404666682349;0.09667364890456642;0.007830001184173891;0.002907617018706569;0.0043677654859686395;0.0019031922740882765;5;10;0;0.5;0.0;0.3333333333333333
95;0.10377358490566037;0.12264150943396225;0.008535489667565139;9.780481766628064;0.0966736489045664;0.028014474118326454;0.012286429978033794;0.0007867333579323733;0.00196928734546173;9;10;3;0.5;0.6;0.55
27;0.2547169811320755;0.3207547169811321;0.09748427672955977;9.516373688138245;0.09667364890456633;0.012953380525330918;0.017212682701706363;0.02311979400956139;0.01886021319005261;12;89;24;0.35294117647058826;0.3333333333333333;0.4117647058823529
146;0.1792452830188679;0.21698113207547168;0.0348607367475292;9.664647080214358;0.0966736489045664;0.015672170777370212;0.0181175238902576;0.010273424420242832;0.011841871581507;12;45;22;0.5;0.42857142857142855;0.4444444444444444
34;0.1981132075471698;0.22641509433962265;0.07367475292003592;9.637492722450695;0.09667364890456637;0.013151124762648205;0.016719687661404258;0.009917820372180615;0.011663447815081709;12;55;75;0.6;0.5;0.5
73;0.22641509433962265;0.2641509433962264;0.1536388140161725;9.64661203085006;0.09667364890456634;0.012753741236601113;0.015055740698758738;0.008273607002840959;0.01123738121034923;12;71;89;0.3819444444444444;0.5;0.4494949494949495
63;0.12264150943396225;0.330188679245283;0.25570530098831984;9.709043679672154;0.0966736489045664;0.0077588332791855156;0.01958704480228217;0.006763564178995355;0.021602637234140524;12;57;197;0.5555555555555556;0.5;0.5192307692307692
67;0.1509433962264151;0.2358490566037736;0.0;9.83287210718612;0.09667364890456644;0.017244545299610222;0.005090525015325184;0.00892764122032105;0.0049495252237810854;12;59;0;0.08695652173913043;0.16666666666666666;0.11666666666666667
94;0.16981132075471694;0.3773584905660377;0.025157232704402517;9.803937279128448;0.09667364890456637;0.007216156944983064;0.005439218898271265;0.007696296324180967;0.004771892733467186;12;99;16;0.07692307692307693;0.26136363636363635;0.23214285714285715
88;0.05660377358490566;0.009433962264150943;0.0;9.278043627886792;0.0966736489045664;0.051479949011302664;0.0074559449021399625;0.004823048031860436;0.002903885932540991;5;3;0;1.0;0.5;0.5
39;0.09433962264150944;0.10377358490566037;0.042048517520215635;9.029574144688432;0.09667364890456638;0.02555911340429844;0.015081819975902046;0.0066490608136344775;0.015110372551833768;5;13;1;0.3333333333333333;0.5;0.3666666666666667
118;0.14150943396226415;0.16037735849056606;0.02291105121293801;8.754154267555377;0.09667364890456638;0.02088981626721055;0.022186636899686682;0.007377571873970731;0.016091595705425;8;33;0;0.4642857142857143;0.5;0.5
21;0.12264150943396225;0.02830188679245283;0.0;10.2425598501501;0.0966736489045664;0.016780838636993336;0.005165908071336237;0.002395559068199468;0.005336666020869828;7;13;0;1.0;0.2;0.16666666666666666
33;0.12264150943396225;0.16981132075471694;0.051482479784366576;9.578507263339137;0.09667364890456638;0.025734865025589176;0.00863047596439204;0.0016073460571151394;0.0028020513575431607;9;17;13;0.5;0.3333333333333333;0.5
158;0.14150943396226415;0.14150943396226415;0.011230907457322551;9.533280076364044;0.09667364890456642;0.026921643308268958;0.00816993218761355;0.0027495207548503585;0.0029013199646286034;9;15;9;0.42857142857142855;0.5;0.4166666666666667
153;0.16037735849056606;0.5094339622641509;0.17681940700808627;9.700654746694436;0.09667364890456644;0.0053197672356913505;0.0070877387310866345;0.01863845944451929;0.008618143713497122;12;150;2;0.2857142857142857;0.1;0.2857142857142857
5;0.20754716981132074;0.22641509433962265;0.010062893081761006;9.691308926118673;0.09667364890456637;0.02146206490938057;0.014124637972700419;0.01416267585406996;0.02781019511113855;12;57;3;0.25;0.26785714285714285;0.3484848484848485
90;0.11320754716981132;0.2358490566037736;0.0020664869721473494;8.914760161213461;0.0966736489045664;0.011166232973510784;0.0069685548827273245;0.006735905489849848;0.009559171641865994;8;42;1;0.26666666666666666;0.3333333333333333;0.3333333333333333
82;0.3773584905660377;0.6792452830188679;0.09002695417789758;8.562960880297966;0.09667364890456652;0.008253181777809109;0.055697435436521565;0.008471496951856334;0.14545377553879013;12;295;91;0.27083333333333337;0.38461538461538464;0.4
84;0.16037735849056606;0.16037735849056606;0.0002695417789757412;9.668329020212397;0.09667364890456644;0.016421755326252313;0.008281753618266096;0.029340234724863343;0.008591587713464428;8;34;0;0.14285714285714285;0.0;0.25
151;0.14150943396226415;0.10377358490566037;0.048966756513926325;9.639868445230237;0.09667364890456638;0.02723293994354405;0.015398211112594509;0.000938347989936356;0.005799669188389038;9;8;13;0.3333333333333333;0.45;0.4
161;0.1509433962264151;0.21698113207547168;0.029020664869721473;9.615688163253088;0.0966736489045664;0.015728100195416008;0.007291571683534968;0.00736253245209972;0.0026910295549181754;11;35;0;0.18333333333333335;0.29166666666666663;0.3333333333333333
157;0.2735849056603773;0.2735849056603773;0.06262353998203055;9.947611686098584;0.0966736489045664;0.009994403079289236;0.01362801601423178;0.007561402813103881;0.01801959060722231;9;102;9;0.2727272727272727;0.25;0.2727272727272727
56;0.18867924528301885;0.16981132075471694;0.0041329739442947;9.94245076712849;0.09667364890456638;0.016613402136018602;0.009097881958786623;0.0186333830039454;0.009763615326847629;9;38;0;0.0;0.16666666666666666;0.15384615384615385
166;0.03773584905660377;0.018867924528301886;0.0;8.741007866755659;0.0966736489045664;0.019329358697495958;0.0028145594421159475;0.0040985512016220365;0.0007018283972411549;4;2;0;0.0;0.5;0.5
24;0.07547169811320754;0.03773584905660377;0.0;9.284620021766825;0.0966736489045664;0.0278677573290128;0.003695096727426185;0.005107369920718814;0.0053138857581799025;5;8;0;0.0;0.125;0.0
62;0.14150943396226415;0.09433962264150944;0.0;9.176432799671296;0.09667364890456637;0.029405374952301163;0.01817697107637252;0.009203056212366294;0.016096238149773352;8;29;0;0.25;0.375;0.3333333333333333
171;0.04716981132075471;0.02830188679245283;0.0;9.390724416826775;0.09667364890456638;0.06716972806126156;0.004102400321860928;0.004643376947263651;0.0028264932333156045;4;4;0;1.0;0.25;0.6666666666666666
71;0.20754716981132074;0.2547169811320755;0.030008984725965863;9.933853512256256;0.0966736489045664;0.016954068226961324;0.006861100615092207;0.01558312028306416;0.00894840571846239;12;56;4;0.2;0.07142857142857142;0.20714285714285713
140;0.22641509433962265;0.2452830188679245;0.1197663971248877;9.694525059226153;0.09667364890456642;0.011638921361403277;0.011053079883417524;0.015082891261127569;0.01091152512576382;10;69;1;0.3076923076923077;0.3;0.3765182186234818
148;0.1509433962264151;0.02830188679245283;0.024977538185085357;10.29373979868228;0.0966736489045664;0.01867641067260893;0.008280090827618226;0.014012387502161605;0.0044966293012105455;7;11;1;0.5;0.3333333333333333;0.3333333333333333
53;0.14150943396226415;0.04716981132075471;0.0;9.7564056451211;0.0966736489045664;0.02262170415400905;0.005968942217763481;0.013949903642636591;0.004828331335485436;9;13;0;0.0;0.1;0.0
16;0.12264150943396225;0.16037735849056606;0.049955076370170715;9.622539913507206;0.0966736489045664;0.016787928937909914;0.0059204102127629905;0.01378063060708363;0.004901483693745058;7;32;1;0.25;0.0;0.16666666666666666
93;0.18867924528301885;0.05660377358490566;0.0;10.007094143205716;0.0966736489045664;0.030285168593667817;0.015134961066241709;0.0264509451072463;0.017347883452319413;8;30;2;0.0;0.4;0.4
177;0.09433962264150944;0.07547169811320754;0.008625336927223719;9.542285414238863;0.0966736489045664;0.05428862971894991;0.011917305978577491;0.002207794605575016;0.0013299690431012325;9;3;9;0.5;0.3333333333333333;0.3333333333333333
147;0.16981132075471694;0.12264150943396225;0.0;9.814637643741897;0.0966736489045664;0.02745767640257571;0.010517479558528308;0.018883699504965462;0.011342801217586702;12;18;0;0.2;0.3333333333333333;0.3333333333333333
46;0.16981132075471694;0.1320754716981132;0.0;9.919365801389699;0.09667364890456642;0.01914740496503497;0.005754898275453403;0.019356486451261902;0.005864823553294486;9;30;2;0.0;0.0;0.16666666666666666
139;0.08490566037735849;0.09433962264150944;0.0;9.984280255309942;0.09667364890456644;0.020726537453122917;0.0035051154404919177;0.011761351008281344;0.002059181772696861;7;9;0;0.0;0.0;0.08333333333333333
57;0.12264150943396225;0.08490566037735849;0.0;9.710812430470748;0.09667364890456642;0.025011906208808568;0.00471199521388335;0.004882384523727059;0.0031419650347595425;11;10;1;0.3333333333333333;0.30952380952380953;0.375
170;0.0660377358490566;0.03773584905660377;0.0;9.887346906893194;0.0966736489045664;0.06328026683323401;0.004218770390781835;0.0009850384332860628;0.0005198839316377462;8;3;0;0.0;0.5;0.5
126;0.3207547169811321;0.3018867924528302;0.2747529200359389;9.93734379166199;0.09667364890456642;0.013505647814574341;0.03362895119630032;0.0069066454755521275;0.04603644022031581;9;110;50;0.5;0.3333333333333333;0.5
78;0.21698113207547168;0.2830188679245283;0.0265947888589398;9.657674706869747;0.09667364890456633;0.014159033183959594;0.020759683005252345;0.02095501675834679;0.023763858394211752;11;69;24;0.303030303030303;0.275;0.2857142857142857
103;0.08490566037735849;0.07547169811320754;0.0;9.71678869483288;0.09667364890456638;0.06751933757408626;0.009074453771603423;0.0007322971573232136;0.001119505921928424;9;3;0;0.5;0.3333333333333333;0.5
176;0.12264150943396225;0.10377358490566037;0.0;9.638877374110573;0.09667364890456638;0.025003229872723225;0.010929220084421926;0.009862376215296157;0.008390609839318266;8;20;0;0.07142857142857142;0.3333333333333333;0.3666666666666667
97;0.0660377358490566;0.02830188679245283;0.0;8.699436984574472;0.0966736489045664;0.03513231402975765;0.0035680945940708346;0.004296951723392733;0.003148836171686203;5;4;0;0.0;0.5;0.3333333333333333
173;0.07547169811320754;0.018867924528301886;0.0;9.866601977609793;0.0966736489045664;0.03636873060166695;0.004866383720293151;0.049722735235349536;0.003777029775470528;7;4;2;0.0;0.2;0.2
81;0.05660377358490566;0.03773584905660377;0.0;9.403751038603534;0.09667364890456638;0.060589630941501285;0.003625375946924944;0.005663284097110006;0.0016674791337827006;6;3;0;0.5;0.5;0.41666666666666663
127;0.09433962264150944;0.02830188679245283;0.0;9.954673138353424;0.0966736489045664;0.04443839133850208;0.009431110820934478;0.007123208570726595;0.012031575710293544;8;5;0;0.0;0.5;0.5
101;0.11320754716981132;0.12264150943396225;0.009344115004492365;9.930590255075202;0.09667364890456638;0.03925069032377527;0.007814165880327628;0.011299786344419874;0.007535146483815085;8;12;0;0.0;0.25;0.17045454545454547
47;0.12264150943396225;0.02830188679245283;0.009433962264150943;9.553631898281237;0.0966736489045664;0.043264450268580334;0.01101501793496858;0.012841668059298008;0.007311369789959055;8;12;0;0.5;0.3333333333333333;0.3333333333333333
70;0.11320754716981132;0.1320754716981132;0.0;9.727825552062235;0.0966736489045664;0.02449297022905634;0.005225008511213871;0.015283909747034656;0.006806827898568408;10;14;0;0.14285714285714285;0.0;0.25
4;0.1792452830188679;0.22641509433962265;0.03171608265947889;9.492665343181283;0.09667364890456634;0.012578170683445182;0.012463414158401095;0.012186484495307778;0.014287877696936303;10;46;0;0.3333333333333333;0.3333333333333333;0.35714285714285715
125;0.0660377358490566;0.03773584905660377;0.0;9.913940717613777;0.0966736489045664;0.029319836691867062;0.003512075223462865;0.0022391247268721427;0.00240832040819691;6;5;0;0.25;0.0;0.0
83;0.10377358490566037;0.0660377358490566;0.008086253369272238;9.783265652117617;0.09667364890456642;0.01997192542961357;0.005283832492138158;0.02813172963477004;0.004897664237897961;6;12;0;0.25;0.25;0.3333333333333333
6;0.1981132075471698;0.16981132075471694;0.03126684636118598;9.727680142332355;0.0966736489045664;0.014613494561829626;0.010889051744471872;0.017810705084136822;0.009626860731694336;8;35;0;0.3333333333333333;0.2;0.2
7;0.09433962264150944;0.08490566037735849;0.027852650494159928;9.975003809337755;0.09667364890456638;0.024347185286052724;0.006726922891303149;0.004524354522419592;0.007665498575634316;6;11;0;0.0;0.29166666666666663;0.3333333333333333
59;0.09433962264150944;0.05660377358490566;0.0011680143755615456;9.765278342669227;0.0966736489045664;0.03561220689704221;0.005146444756160857;0.008492376913574427;0.0030881195101959123;6;6;0;0.26666666666666666;0.0;0.29166666666666663
154;0.05660377358490566;0.04716981132075471;0.0;9.661784076382762;0.0966736489045664;0.042030504889221096;0.002957857858006255;0.012513400454129676;0.0013650375025038507;8;2;0;0.0;0.0;0.0
19;0.0660377358490566;0.03773584905660377;0.0;10.118041179204472;0.0966736489045664;0.023789426819571864;0.004894632383993468;0.0027141465614678503;0.013323603254168708;5;8;0;0.0;0.0;0.16666666666666666
