ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count;work_at_weekend;neighborhood_variability_sender;neighborhood_variability_recipient;neighborhood_variability_all
114;0.16964285714285712;0.15178571428571427;0.06354568854568854;7.052027485965785;0.09407208683835966;0.012318524424136085;0.01663100592921831;0.011913082340995492;0.015891890147963612;9;26;3;0.44155844155844154;0.4722222222222222;0.5
38;0.13392857142857142;0.15178571428571427;0.0053088803088803095;7.153550957423008;0.09407208683835963;0.015664604842621246;0.00983447895330015;0.007592911360811349;0.009347688999776164;10;19;7;0.3333333333333333;0.5;0.5
65;0.1875;0.10714285714285714;0.017776705276705274;7.1942958409074995;0.09407208683835963;0.015439711925654662;0.017583217969783637;0.005158925904368577;0.03263255827704107;10;26;0;0.0;0.4365079365079365;0.5
37;0.20535714285714285;0.20535714285714285;0.0616956241956242;7.07241744229961;0.09407208683835966;0.01981957215177794;0.018385910073518558;0.010654622912614785;0.017327498309895398;12;38;1;0.36363636363636365;0.4444444444444444;0.38461538461538464
12;0.1875;0.2232142857142857;0.07866795366795366;6.9747623146098015;0.09407208683835967;0.013370815132941251;0.013986279537903842;0.008031285167686255;0.010090439486890007;11;40;36;0.3333333333333333;0.4;0.42708333333333337
22;0.09821428571428573;0.08035714285714285;0.036036036036036036;6.978080575871342;0.09407208683835966;0.01822259905072796;0.012196186312785105;0.0070819775684388825;0.009223669816958541;5;9;0;0.5;0.29166666666666663;0.5
160;0.05357142857142857;0.04464285714285714;0.0;6.693977592347834;0.09407208683835966;0.047978360060934935;0.010401390542595229;0.0074640684713496094;0.007780559559759538;5;4;0;0.5;0.5;0.5
107;0.33035714285714285;0.4732142857142857;0.2574002574002574;7.0775107844740655;0.0940720868383596;0.011465705036839387;0.03381212077100343;0.016549713572894496;0.05710189587117116;12;212;17;0.3;0.39230769230769236;0.36141304347826086
96;0.17857142857142855;0.15178571428571427;0.04118404118404118;7.178746282431692;0.09407208683835967;0.012462407583185965;0.013052413103652035;0.03041879770210292;0.010024528836829664;10;34;0;0.3076923076923077;0.4;0.375
51;0.2321428571428571;0.16964285714285712;0.010617760617760616;6.759001984871492;0.09407208683835966;0.02376071786192389;0.02010343828761435;0.024239532977845996;0.03908691555265965;12;51;2;0.17142857142857143;0.3666666666666667;0.3333333333333333
17;0.07142857142857142;0.1607142857142857;0.019948519948519948;6.318439663388021;0.09407208683835966;0.013254272644076264;0.011439994056151068;0.002993110521613281;0.011278319003887764;6;21;8;0.4642857142857143;0.3333333333333333;0.4642857142857143
26;0.08928571428571427;0.04464285714285714;0.00024131274131274126;7.161108639153531;0.09407208683835966;0.007777598412881697;0.002783877225324475;0.009087840648865322;0.0017730504609133637;5;10;0;0.5;0.0;0.3333333333333333
95;0.09821428571428573;0.125;0.008445945945945945;7.088477007827837;0.09407208683835963;0.02507099531325592;0.011794944193678356;0.0008319869929669661;0.00212257745693318;9;11;3;0.5;0.6;0.5857142857142856
27;0.2410714285714285;0.3035714285714285;0.09942084942084943;6.951592396372762;0.0940720868383596;0.012891591162988894;0.016759816574429667;0.022172525686944087;0.01822807948692133;12;89;24;0.35294117647058826;0.3333333333333333;0.4117647058823529
146;0.16964285714285712;0.20535714285714285;0.032094594594594586;7.024156735351057;0.0940720868383596;0.01562780951132015;0.01835738491110605;0.011092942760120544;0.0124878314829496;12;45;22;0.5;0.42857142857142855;0.4444444444444444
34;0.19642857142857145;0.21428571428571427;0.08228764478764479;7.010724760462293;0.09407208683835966;0.012508783985860366;0.018006321471417928;0.009600205515137768;0.02277437604004451;12;56;75;0.6;0.5;0.5
73;0.21428571428571427;0.25;0.17462998712998712;7.024631933548975;0.09407208683835966;0.012737346277303909;0.01511921261082032;0.009319909070327521;0.011586679901237334;12;71;89;0.3819444444444444;0.5;0.4494949494949495
63;0.11607142857142855;0.3214285714285714;0.24927606177606176;7.043157289465777;0.09407208683835952;0.0073632370219710785;0.0194127785234428;0.008652133241425225;0.02064975203050864;12;58;197;0.5555555555555556;0.5;0.5192307692307692
67;0.14285714285714285;0.2232142857142857;0.0;7.116178493759304;0.09407208683835963;0.017209278387893108;0.005015300203492538;0.009143760112415043;0.00493786848054225;12;59;0;0.08695652173913043;0.16666666666666666;0.11666666666666667
94;0.1607142857142857;0.3571428571428571;0.016087516087516088;7.0924460349771925;0.09407208683835958;0.007174150503904477;0.005319979006563783;0.007888868897154264;0.0053922175139083026;12;99;16;0.07692307692307693;0.26136363636363635;0.23214285714285715
88;0.05357142857142857;0.008928571428571428;0.0;6.77176307238792;0.09407208683835966;0.05133459412251644;0.0071896083154967564;0.005132232589969246;0.002823103607196902;5;3;0;1.0;0.5;0.5
39;0.08928571428571427;0.09821428571428573;0.03981660231660231;6.67159009357609;0.09407208683835967;0.025461801505120948;0.01431979463973145;0.005907185074085608;0.013906768205480112;5;13;1;0.3333333333333333;0.5;0.3666666666666667
118;0.13392857142857142;0.15178571428571427;0.02171814671814672;6.5075299832878795;0.09407208683835963;0.02072415415071941;0.02109134162054044;0.006780297624059393;0.01434196122339386;8;33;0;0.4642857142857143;0.5;0.5
21;0.11607142857142855;0.03571428571428571;0.0;7.2711195968012365;0.09407208683835966;0.019116168355109188;0.004653500005025832;0.002019907196563246;0.0046604167820156325;7;18;0;0.625;0.2;0.14285714285714285
33;0.11607142857142855;0.1607142857142857;0.05156048906048906;6.974359078281371;0.09407208683835967;0.025720462956869288;0.00857517133926095;0.0018290734941485184;0.0030706078691296627;9;17;13;0.5;0.3333333333333333;0.5
158;0.13392857142857142;0.13392857142857142;0.010698198198198198;6.961007109020088;0.09407208683835966;0.02691337828531087;0.008086639134334106;0.003275871881396519;0.0031601157948245033;9;15;9;0.42857142857142855;0.5;0.4166666666666667
153;0.15178571428571427;0.5089285714285714;0.20415057915057916;7.0518100701101005;0.09407208683835967;0.004890836865219093;0.007010797048371306;0.017822265080223675;0.008527056360589447;12;164;2;0.2857142857142857;0.1;0.2857142857142857
5;0.19642857142857145;0.21428571428571427;0.008928571428571428;7.0312397697460085;0.09407208683835963;0.02144350927377778;0.01404280089953502;0.014319503648721197;0.02683378481414104;12;57;3;0.25;0.26785714285714285;0.3484848484848485
