ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count
114;0.1792452830188679;0.16037735849056603;0.06190476190476191;9.714976231091054;0.09667364890456641;0.012342825442069338;0.01713680910773392;0.012708589421637544;0.016656657526734196;9;26
38;0.14150943396226415;0.1509433962264151;0.004132973944294699;9.881931782550256;0.09667364890456645;0.017268208337747348;0.010174526681406284;0.007633311543805962;0.01008050610425209;10;18
65;0.1981132075471698;0.11320754716981132;0.018778077268643306;10.009756171319562;0.09667364890456642;0.015453919125252492;0.018396068437424046;0.005475162684098675;0.035173779019830355;10;26
37;0.21698113207547168;0.21698113207547168;0.06397124887690925;9.760355969219892;0.0966736489045664;0.01984093002218753;0.018842848519727187;0.011065221967743687;0.017665847497145358;12;38
12;0.1981132075471698;0.2358490566037736;0.08086253369272237;9.573417927360195;0.09667364890456641;0.013391252549573657;0.014355969757205203;0.007637150075982326;0.010303194915782807;11;40
22;0.10377358490566037;0.08490566037735849;0.03809523809523809;9.58780206291465;0.09667364890456642;0.01849323033150942;0.012984019066574348;0.007630140589748954;0.010409990809154564;5;9
160;0.05660377358490566;0.04716981132075471;0.0;9.060102429274778;0.09667364890456642;0.047978360060934935;0.010962096625567068;0.008170184966322809;0.008167548684405217;5;4
107;0.3490566037735849;0.49056603773584906;0.268733153638814;9.777206450282169;0.09667364890456653;0.011800525040760325;0.033895826190137895;0.017315267401501244;0.06081016393699946;12;206
96;0.1792452830188679;0.16037735849056603;0.03917340521114106;9.959112159436524;0.09667364890456638;0.011408945584255401;0.009064691602338621;0.03267711738587611;0.0057050422964949644;10;31
51;0.2358490566037736;0.1792452830188679;0.001976639712488769;9.144377677926194;0.09667364890456638;0.0250776516826998;0.01801123103587826;0.026190229664107244;0.02136150794276125;12;50
17;0.07547169811320754;0.16981132075471697;0.021383647798742137;8.42047180259444;0.09667364890456641;0.013339940048393584;0.011841201485404677;0.002968641423516145;0.010543171112830383;6;21
26;0.09433962264150943;0.04716981132075471;0.0002695417789757412;9.94140466668235;0.09667364890456642;0.007830001184173891;0.0029076170187065688;0.00436776548596864;0.0019031922740882768;5;10
95;0.10377358490566037;0.12264150943396226;0.008535489667565139;9.780481766628064;0.0966736489045664;0.028014474118326454;0.012286429978033794;0.0007867333579323733;0.00196928734546173;9;10
27;0.25471698113207547;0.32075471698113206;0.09748427672955975;9.516373688138245;0.09667364890456633;0.012953380525330918;0.017212682701706363;0.023119794009561392;0.01886021319005261;12;89
146;0.1792452830188679;0.21698113207547168;0.0348607367475292;9.664647080214358;0.09667364890456641;0.015672170777370212;0.0181175238902576;0.010273424420242832;0.011841871581507001;12;45
34;0.1981132075471698;0.22641509433962265;0.07367475292003593;9.637492722450697;0.09667364890456637;0.013151124762648205;0.01671968766140426;0.009917820372180617;0.01166344781508171;12;55
73;0.22641509433962265;0.2641509433962264;0.1536388140161725;9.646612030850061;0.09667364890456634;0.012753741236601111;0.015055740698758736;0.008273607002840959;0.011237381210349232;12;71
63;0.12264150943396226;0.330188679245283;0.25570530098831984;9.709043679672154;0.0966736489045664;0.007758833279185515;0.019587044802282166;0.006763564178995355;0.021602637234140524;12;57
67;0.1509433962264151;0.2358490566037736;0.0;9.83287210718612;0.09667364890456644;0.017244545299610222;0.005090525015325184;0.00892764122032105;0.0049495252237810854;12;59
