ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count
114;0.19791666666666666;0.17708333333333331;0.06940789473684211;11.632041996506633;0.101534616513362;0.01243466777311362;0.018317477934461666;0.013172747344170442;0.01822502783821564;9;26
38;0.15625;0.15625;0.004714912280701754;11.896772851301021;0.101534616513362;0.019254548585228754;0.010841434760987095;0.007271106695397119;0.010261726658748653;10;16
65;0.20833333333333331;0.125;0.01030701754385965;12.034061509670426;0.10153461651336196;0.01620458725090993;0.018239984760245097;0.0063822375918932035;0.01511362584593214;10;25
37;0.23958333333333331;0.23958333333333331;0.07478070175438596;11.686519399294157;0.10153461651336201;0.019941748598543522;0.02000388363548647;0.010742774710002928;0.018383398925020278;12;38
12;0.21875;0.26041666666666663;0.07192982456140351;11.408638952630335;0.10153461651336199;0.013453480181872372;0.01520932673668906;0.008188043041610466;0.010395448283631089;11;40
22;0.11458333333333333;0.09375;0.04298245614035088;11.441200144090518;0.10153461651336197;0.019171645550089555;0.013828574972866168;0.005372119883931913;0.011083475193892932;5;9
160;0.0625;0.05208333333333333;0.0;10.7133141061739;0.101534616513362;0.047978360060934935;0.011715049154113763;0.006512309024244987;0.007533119116338989;5;4
107;0.375;0.5104166666666666;0.25548245614035087;11.705265538354313;0.10153461651336196;0.012910142817519754;0.03571109715441778;0.016856936407169412;0.06522628744231114;12;194
96;0.19791666666666666;0.17708333333333331;0.04451754385964912;11.972494303396463;0.10153461651336197;0.011712635005724814;0.00954086626566241;0.030899705919486098;0.006097720503216996;10;31
51;0.25;0.19791666666666666;0.0020833333333333333;10.82470911725899;0.10153461651336199;0.02646667621048784;0.018998405282763912;0.025083233572757047;0.02158891132282938;12;49
17;0.07291666666666666;0.15625;0.022149122807017543;9.779933899206142;0.10153461651336194;0.01759728184198642;0.013124040672699112;0.0034582904900856784;0.012618553609151602;6;16
26;0.10416666666666666;0.05208333333333333;0.0003289473684210526;11.948154661747376;0.10153461651336199;0.008001166899288495;0.003188212129761071;0.004839346808319405;0.002256576500098125;5;10
95;0.11458333333333333;0.125;0.009210526315789475;11.724977267648985;0.10153461651336199;0.02450878278348808;0.014080117825050887;0.0011330830831916315;0.002897260661256265;9;9
27;0.28125;0.3333333333333333;0.09846491228070176;11.305161316154152;0.10153461651336194;0.014344325834103932;0.018165438483612167;0.021543121756879353;0.02032140485639392;12;84
146;0.19791666666666666;0.23958333333333331;0.03574561403508772;11.531096637252245;0.10153461651336197;0.015914817249579893;0.019286331587141554;0.011199275952054685;0.012826019629788112;12;45
34;0.21875;0.25;0.08114035087719298;11.522414448054649;0.10153461651336192;0.013331938734746376;0.017788156142520366;0.010859562413429728;0.012492080852727157;12;55
73;0.25;0.29166666666666663;0.16074561403508772;11.529020728762179;0.10153461651336199;0.012888330279805616;0.016024406128918308;0.008951189262350678;0.01212770707423385;12;71
63;0.13541666666666666;0.34375;0.2573464912280702;11.602411008539104;0.10153461651336192;0.008715969997599108;0.020823802314214563;0.007630703350254285;0.023304153243218422;12;55
67;0.16666666666666666;0.26041666666666663;0.0;11.792831355839844;0.101534616513362;0.017454614092508633;0.005516542642864475;0.009705797164389946;0.005182592023536656;12;59
94;0.17708333333333331;0.3958333333333333;0.011403508771929825;11.712769055528184;0.101534616513362;0.008179765015525035;0.005542506168919833;0.008759072233577421;0.004422265543071847;12;92
88;0.0625;0.010416666666666666;0.0;11.22020630585999;0.10153461651336199;0.05336218951885855;0.008384579473703496;0.006393138876973473;0.0034662496323085885;5;3
39;0.10416666666666666;0.10416666666666666;0.047149122807017545;10.656974656186234;0.10153461651336196;0.02848939828410859;0.017167064801620148;0.008613871672726748;0.023695630078319433;5;11
118;0.14583333333333331;0.17708333333333331;0.02456140350877193;10.218783847812931;0.10153461651336199;0.02214147416932922;0.023930189748732823;0.011209816205907101;0.018355751644939185;8;32
33;0.125;0.17708333333333331;0.04418859649122807;11.41589123320096;0.101534616513362;0.024474083269755795;0.00868627442425599;0.0021174922827423607;0.0031453340136857575;9;16
158;0.14583333333333331;0.14583333333333331;0.012280701754385965;11.378793514755623;0.10153461651336199;0.025763700327369;0.00735422853783144;0.00374078662573803;0.002814722231532651;9;14
153;0.17708333333333331;0.5208333333333333;0.17598684210526316;11.598361019715636;0.10153461651336187;0.005948766018857702;0.007733847519122198;0.01958247770880049;0.008728236466314333;12;135
5;0.22916666666666666;0.25;0.011403508771929825;11.58456105139153;0.10153461651336196;0.021824368255349925;0.015364287855954797;0.01426695441872422;0.030103035161595553;12;57
90;0.11458333333333333;0.22916666666666666;0.004714912280701754;10.4586848296687;0.101534616513362;0.012382797525211103;0.006969724116883295;0.009480499679042612;0.008876447235485843;8;33
82;0.3958333333333333;0.6770833333333333;0.07839912280701755;9.99811210902596;0.10153461651336194;0.009392315384388426;0.055419324343741666;0.010330501849115914;0.11249453479149917;12;270
84;0.15625;0.15625;0.0;11.52013132190778;0.10153461651336199;0.016796438881596525;0.008140006319844576;0.026925265213703822;0.00810190050727177;8;27
151;0.15625;0.11458333333333333;0.0518640350877193;11.503629502500877;0.101534616513362;0.027910099206591283;0.01641133118614338;0.0011548311779225183;0.007216428357846007;9;8
161;0.16666666666666666;0.23958333333333331;0.028837719298245613;11.48285173163499;0.10153461651336196;0.01594796727062578;0.007762938874696153;0.007265049718983991;0.0033715311009596453;11;35
157;0.29166666666666663;0.2708333333333333;0.06184210526315789;11.968652329584325;0.10153461651336196;0.011361448116222164;0.015031435046270187;0.008393821292243833;0.019944187677917384;9;93
56;0.19791666666666666;0.17708333333333331;0.0014254385964912282;11.968200879555809;0.10153461651336192;0.01778154147425707;0.009207042036716562;0.019542519299733982;0.008523686894159967;9;36
